username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,tentative,analytical,joy,confident,fear,anger
LazyMeatball,"help spread our articles, we are censored!

 #maga fb @rudygiuliani @genflynn @smalltownandrew @kristyswansonxo @scottbaio @atensnut",in your spaghetti,64143,71722,237262,2013-06-02 23:41:56,2020-06-21 04:20:20,145,"With Chinese-virus pandemic is it too much to demand the following including but not limited to work from home &amp; destroy your own sh*t?
·Antifa
·BLM
·CHOP
·Protesters
·Rioters
·Looters
·Thieves
·Assaulters
·Killers
·Soros/affiliates
·Dimms
·All affiliated with any of the above https://t.co/re6J0NFYnW",[],[],"chinese-virus pandemic much demand follow include limited work home amp destroy sh*t?
·antifa
·blm
·chop
·protesters
·rioters
·looters
·thieves
·assaulters
·killers
·soros/affiliates
·dimms
·all affiliate","[{'sentence_id': 0, 'text': 'chinese-virus pandemic much demand follow include limited work home amp destroy sh*t?', 'tones': []}, {'sentence_id': 1, 'text': '·antifa', 'tones': []}, {'sentence_id': 2, 'text': '·blm', 'tones': []}, {'sentence_id': 3, 'text': '·chop', 'tones': []}, {'sentence_id': 4, 'text': '·protesters', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 5, 'text': '·rioters', 'tones': []}, {'sentence_id': 6, 'text': '·looters', 'tones': []}, {'sentence_id': 7, 'text': '·thieves', 'tones': [{'score': 0.828054, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.862998, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.857143, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 8, 'text': '·assaulters', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 9, 'text': '·killers', 'tones': [{'score': 0.798165, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.862998, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.857143, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 10, 'text': '·soros/affiliates', 'tones': []}, {'sentence_id': 11, 'text': '·dimms', 'tones': []}, {'sentence_id': 12, 'text': '·all affiliate', 'tones': [{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.895883, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
Samarthrai01,n.a,"bengaluru, india",322,68,1055,2018-01-16 02:23:23,2020-06-22 03:39:12,1409,"I live in Delhi and I have just recovered from #Covid_19!

I am a 30-year old male with no underlying health conditions. Just a few extra kilos, but hey, who in Delhi doesn’t have that. And still it took me 23 days to start feeling normal again!

A thread of my struggle..

(1/n)",['covid_19'],[],"live delhi recover 

i old male underlie health condition extra kilo hey delhi doesn’t still take day start feel normal again!

a thread","[{'sentence_id': 0, 'text': 'live delhi recover ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'i old male underlie health condition extra kilo hey delhi doesn’t still take day start feel normal again!', 'tones': [{'score': 0.548904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'a thread', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.711937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
verdithegod,🤩,"fresno, ca",101,31,548,2019-04-12 03:56:13,2020-06-21 03:40:53,0,@josh_mimura I think Chinese virus is as racist as kung flu. Why is kung flu more racist? I feel like straight up saying CHINESE VIRUS is as upfront as you can get lol,[],['@josh_mimura'],think chinese virus racist kung flu kung flu racist feel like straight say chinese virus upfront get lol,,[],,,,,,,
ElezovicDrita,"love potus, love flotus, maga,","michigan, usa",4670,1299,45081,2018-01-20 02:31:37,2020-06-21 03:22:30,1681,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
tomates_tona,a creative infp.  #artist #painter #writer,texas,330,57,621,2020-05-30 04:28:15,2020-06-20 02:54:56,0,Corona virus is real you twats. Stop this conspiracy bullshit! Just because you can’t see something doesn’t mean it doesn’t exist. https://t.co/3jfhpNW30m,[],[],corona virus real twat stop conspiracy bullshit can’t see something doesn’t mean doesn’t exist,,"[{'score': 0.739355, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
iGotTheDoorCorr,moderately talented with a bitter heart of gold #wvualum #bama she/her,one sweet world ,645,382,29054,2011-02-28 14:37:32,2020-06-21 03:22:02,262,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,,"[{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
carolinasooner,"navy veteran, husband, father, lifelong sooner!!! i can get political at times but i try to be respectful. #soonerfollowtrain #boomersooner","north carolina, usa",526,271,9825,2012-01-29 13:46:05,2020-06-21 02:27:53,851,"of epic failure. No American has ever failed this country worse than you. None. Your incompetence, ignorance, ineptitude and old fashioned stupidity have caused economic collapse and made the US the epicenter of Corona virus death and suffering. You have shattered American",[],[],epic failure american ever fail country worse none incompetence ignorance ineptitude old fashion stupidity cause economic collapse make epicenter corona virus death suffering shatter american,,"[{'score': 0.805321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
SpinKahnCarolyn,"100%trump & the constitution, #buildthewall; cats, catholic (christian), dar, author, stockbroker, medical transcriptionist, kag, maga. #votetrump2020","north carolina, usa",4979,2913,32412,2011-08-29 09:48:18,2020-06-21 03:17:38,1687,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
Debbie28704108,n.a,n.a,115,136,7330,2018-12-15 22:49:45,2020-06-22 01:38:15,2199,"Weeks ago, my dad died unexpectedly. It wasn't COVID-19—but due to COVID-19 we couldn't be with him in the hospital in his last hours. Couldn't hug at his funeral. Our grieving for a smart, funny, generous man was curtailed. Today I send love to all the great dads—including mine.",[],[],week ago dad die unexpectedly due hospital last hour hug funeral grieve smart funny generous man curtail today send love great dads—including mine,,"[{'score': 0.554862, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
colbys_loved,"oh well’s instead of what if’s... they/them        stream: blue roses remix, simmer down, la summer nights, fool me, gone, goof juice, green","florida, usa",99,72,2340,2020-01-21 06:46:22,2020-06-20 03:09:01,0,So first of all my friend my friend of 10 years thought I was joking about my mom having corona virus. And when I said I was she just said “o thought you were joking” wow.. just fucking wow,[],[],first friend friend year think joke mom corona virus say say “o think joking” wow fuck wow,,[],,,,,,,
NEWS9TWEETS,"news9 brings you fastest news and updates on politics, finance, cinema & sports and also latest trends on lifestyle, tech and wellness.",bengaluru,6,24175,87047,2012-07-12 05:31:57,2020-06-22 02:32:59,0,#BIGNEWS: Single-judge bench of #SupremeCourt to hear petitions seeking modification of its previous order which stayed the annual ‘Rath Yatra’ in Puri due to COVID-19. https://t.co/oDxUMyCU3r,"['bignews', 'supremecourt']",[],single-judge bench hear petition seek modification previous order stay annual ‘rath yatra’ puri due,,[],,,,,,,
Virgini25568889,"retired supervisor after working 35 years at enterprise #conservative christian trump supporter. #maga. #nra, happily married. qanon",n.a,11700,12534,200656,2016-09-14 13:16:18,2020-06-22 03:22:54,63,Why flu is deadly among the elderly https://t.co/uFHCkSE0XR via @yalemed How is it possible select [D] governors thought it was 'safe' to push COVID-19 positive elderly patients back into nursing homes [hot zones]? #CuomoKilledGrandma,[],['@yalemed'],flu deadly among elderly via possible select governor think safe push positive elderly patient back nurse home hot zone,,"[{'score': 0.730335, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
HealthAllegheny,"the mission of the allegheny county health department (achd) is to protect, promote, and preserve the health and well-being of all allegheny county residents.",n.a,126,6545,1442,2020-02-29 23:42:43,2020-06-22 01:38:07,2,"The Family Strengths Survey gives voice to families in Western PA to help improve ongoing pandemic relief efforts.

Please keep taking the survey each week and encourage others to take the weekly survey too. Help improve COVID-19 response efforts.

https://t.co/Na9qRz6sqv https://t.co/ANsdtWJmUP",[],[],"family strength survey give voice family western pa help improve ongoing pandemic relief efforts.

please keep take survey week encourage others take weekly survey help improve response efforts.

","[{'sentence_id': 0, 'text': 'family strength survey give voice family western pa help improve ongoing pandemic relief efforts.', 'tones': []}, {'sentence_id': 1, 'text': 'please keep take survey week encourage others take weekly survey help improve response efforts.', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.824412, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
john_cronin48,ex qld government veterinarian & private vet practitioner. passionate about accountability in government. we should hold mps accountable or reap what we sow.,toowoomba qld,3944,3334,120075,2014-12-16 06:13:22,2020-06-22 02:11:51,3,@DanielAndrewsMP Sadly quite a lot of really stupid people who have covid-19 tests seem to think it’s ok to wander the streets and shopping centres and potentially spreading the disease when they should be self isolating til they get the results.  Sad sack @SenSHenderson is too (...) to get it.,[],"['@DanielAndrewsMP', '@SenSHenderson']",sadly quite lot really stupid people test seem think it’s ok wander street shop centre potentially spread disease self isolate til get result sad sack get,,"[{'score': 0.674989, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.808199, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.752532, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,1.0,,,,
royaleight,curating a news feed.,n.a,1245,446,400357,2009-03-19 00:37:25,2020-06-22 01:38:31,7792,"BREAKING UPDATE:  Florida sets another daily record with 4,671 new reported COVID-19 cases.",[],[],break update florida set another daily record new report case,,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
Swth_Tripathi,"senior reporter @dtnext,
previously with @deccanchronicle","chennai, india",271,493,489,2019-07-09 17:53:09,2020-06-22 03:42:35,0,"Handling COVID-19 deaths poses unique challenges to mortuary staff, hospitals
https://t.co/SqqUDfKJta

@dt_next #coronavirus #COVID #pandemic #TamilNadu #hospitals #mortuary #frontliners","['coronavirus', 'covid', 'pandemic', 'tamilnadu', 'hospitals', 'mortuary', 'frontliners']",['@dt_next'],"handle death pose unique challenge mortuary staff hospitals


",,"[{'score': 0.545896, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
drakadelic,#blm,greenville,541,330,2698,2018-11-12 06:20:13,2020-06-23 01:10:03,40399,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
ItsTheJulissa16,heavy is the head that wears the crown,earth 🌎,355,122,8052,2019-03-10 01:41:33,2020-06-21 03:46:28,63,me on my way to crush racism after trump called corona virus “kung flu” at his rally 🥰 https://t.co/Ptiep4DLwD,[],[],way crush racism trump call corona virus “kung flu” rally,,[],,,,,,,
gorJES_,philly - i color hair 🧑🏽‍🎨 🇬🇹🇳🇮🏳️‍🌈,n.a,295,606,39905,2011-06-27 22:24:11,2020-06-22 01:39:56,23754,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
SaraLubic,"pro-vax, pro-science, gen x. strong opinions are my own. family, japan, lego, dreams of travel, robotics, cooking, communication;#blacklivesmatter",n.a,438,68,4478,2011-10-19 23:31:29,2020-06-22 02:14:22,178047,"A little wake up call for all of you not wearing masks:

My cousin checked into the hospital Tuesday morning for body aches and chills. They tested her for COVID-19 and her results came back positive. She died yesterday morning around 4 a.m. of kidney failure. She was 23.",[],[],"little wake call wear masks:

my cousin check hospital tuesday morning body ache chill test result come back positive die yesterday morning around a.m kidney failure","[{'sentence_id': 0, 'text': 'little wake call wear masks:', 'tones': [{'score': 0.511502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'my cousin check hospital tuesday morning body ache chill test result come back positive die yesterday morning around a.m kidney failure', 'tones': [{'score': 0.540835, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.643185, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.761262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
RenahsMommy,"mom, wife, vet, dem, #biden2020, #vote, #thanksobama","blue state, thank god",4912,3617,173865,2012-07-29 01:57:16,2020-06-22 03:21:24,13,Hey @realDonaldTrump - I am taking bets this one really irritates you.  You care more about size of your crowd than the amount of people dying of COVID 19 due to your gross negligence and malignant narcissism. Bye bye Parscale — It’s been a ... bad run. https://t.co/OOLARWIxed,[],['@realDonaldTrump'],hey take bet one really irritate care size crowd amount people die covid due gross negligence malignant narcissism bye bye parscale it’s bad run,,[],,,,,,,
