index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
799,Xashley_YG,"teumes since 3/2020 | vipz 2015 | blackjack 2014 | inner circle 2016 | ikonic 2017 | yg stan | follow me, i’ll follow back |",n.a,88,34,445,2020-05-13 04:39:41,2020-06-21 02:42:42,259,if the coronavirus is the chinese virus guess obesity and racism is the american virus,[],[],coronavirus chinese virus guess obesity racism american virus,,"[{'score': 0.501485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
800,rebeccacjunkins,n.a,n.a,471,41,7753,2017-03-18 03:43:56,2020-06-21 02:28:57,733,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
801,kiNICKIlig,"benildean | student - artist | 🇵🇭  | 🎭 | 🌊
cosplayer | level 24 | got 5 🐶",neverland 🏝🌊,414,476,17254,2010-09-25 05:12:28,2020-06-22 03:21:27,577,"Nasa mahigit 30,000 na ang COVID-19 cases sa bansa. Realtalk: hindi ito dahil pasaway ang mga Pinoy. Given the proper safeguards &amp; correct measures, Filipinos will cooperate for our health &amp; safety.

What we need are effective &amp; intensified health measures that we...",[],[],"nasa mahigit na ang case sa bansa realtalk hindi ito dahil pasaway ang mga pinoy give proper safeguard amp correct measure filipinos cooperate health amp safety.

what need effective amp intensify health measure","[{'sentence_id': 0, 'text': 'nasa mahigit na ang case sa bansa realtalk hindi ito dahil pasaway ang mga pinoy give proper safeguard amp correct measure filipinos cooperate health amp safety.', 'tones': [{'score': 0.796903, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'what need effective amp intensify health measure', 'tones': [{'score': 0.698105, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.968931, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.968135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.840077, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
802,bhaskar_san,indian∣walking the path of art｜ theater enthusiast｜ writer at times｜日本語できます。,"delhi, india",142,29,2677,2015-09-28 16:13:42,2020-06-21 03:23:56,337,"“Because of the Chinese virus what happened about 3 months ago—it looked like we were in big trouble, and we were and I got it back together.” Trump at Tulsa rally. American media most upset with term 'Chinese virus', calling DT a racist. Also shows the disconnect b/w media &amp; ppl",[],[],“because chinese virus happen month ago—it look like big trouble get back together.” trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl,"[{'sentence_id': 0, 'text': '“because chinese virus happen month ago—it look like big trouble get back together.”', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl', 'tones': []}]","[{'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
803,Halo_Haven,"taking angels fandom to the next level. ⚾️angels history, memorabilia, tailgates, giveaways, community, news, nostalgia & baseball. follow the fandom!",southern california ,274,2864,18486,2011-03-31 10:35:17,2020-06-23 01:27:33,0,Only thing that can get in the way is COVID-19 https://t.co/Yb39RnuIEv,[],[],thing get way,,[],,,,,,,
804,__Ashleeeeyy,sc// @ashhxox_123,n.a,263,347,10890,2014-02-02 02:13:46,2020-06-23 01:08:24,38,Help coach Fight Covid-19 https://t.co/YXF6GLyFp4,[],[],help coach fight,,[],,,,,,,
805,SamTheMailman,please follow @redcarpetcrash,dallas,511,1924,303216,2008-11-15 18:04:14,2020-06-22 03:22:12,112,"#BREAKING Largest single-day increase in worldwide #coronavirus cases reported on Sunday, WHO says https://t.co/Q38FDmp5Dc","['breaking', 'coronavirus']",[],large single-day increase worldwide case report sunday say,,"[{'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
806,Ligets0u812,n.a,n.a,120,1743,107057,2017-07-29 13:39:50,2020-06-22 01:40:33,453,"ICYMI - Fauci changes tune, now says second COVID-19 wave may never happen — and mask-wearing is symbolic https://t.co/NKqEEZrlBt",[],[],icymi fauci change tune say second wave may never happen mask-wearing symbolic,,"[{'score': 0.59867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
807,i_trafficKZN,realtime cctv traffic monitoring and reporting on national roads in ethekwini and parts of msunduzi,pietermaritzburg,10,202250,155622,2012-01-27 09:11:08,2020-06-21 03:21:31,0,"COVID-19:
Paying cash at the toll ?

Minimize contact, have the exact amount

Lets beat this virus
https://t.co/5ZFR9ZHWlA",[],[],"cash toll 

minimize contact exact amount

lets beat virus
","[{'sentence_id': 0, 'text': 'cash toll ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'minimize contact exact amount', 'tones': [{'score': 0.992572, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'lets beat virus', 'tones': []}]","[{'score': 0.992758, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
808,Amitkum98253476,n.a,"uttar pradesh, india",36,8,1137,2020-06-14 09:51:01,2020-06-22 02:11:37,15,"Our lives are way more important than these exams @AKTU_Lucknow @dpathak0108 
#CancelAktuExams #PromoteAllAktuStudents 
My college is in Gaziabad and probably it's exam centre will be too in Gaziabad. As we know Gaziabad is a containment zone In covid-19. So please cancel exams.","['cancelaktuexams', 'promoteallaktustudents']","['@AKTU_Lucknow', '@dpathak0108']","life way important exam 
my college gaziabad probably exam centre gaziabad know gaziabad containment zone please cancel exam","[{'sentence_id': 0, 'text': 'life way important exam ', 'tones': [{'score': 0.646638, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'my college gaziabad probably exam centre gaziabad know gaziabad containment zone please cancel exam', 'tones': [{'score': 0.67056, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.639951, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.703536, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,1.0,
809,thisislexer,believe the unbelieveable.,indonesia,7688,10378,77710,2012-07-04 04:27:33,2020-06-23 01:09:47,3357,"I’m joining the #GlobalGoalUnite for Our Future concert on June 27th to combat the disproportionate impact COVID-19 has on communities of color and call on world leaders to make testing, treatments &amp; vaccines available to everyone everywhere https://t.co/3KTIV9xgxy https://t.co/vjRwcLNEBK",['globalgoalunite'],[],i’m join future concert june combat disproportionate impact community color call world leader make test treatment amp vaccine available everyone everywhere,,"[{'score': 0.603108, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
810,MeganHay19,n.a,n.a,687,44,5620,2019-12-18 11:29:19,2020-06-22 01:37:57,15210,"Trump was not telling a joke when he said he slowed down testing for COVID-19 to conceal its spread. No sensible person can watch the video and think he was joking. 

The President of the United States killed Americans in an effort to improve his election chances.",[],[],"trump tell joke say slow test conceal spread sensible person watch video think joke 

the president unite state kill american effort improve election chance","[{'sentence_id': 0, 'text': 'trump tell joke say slow test conceal spread sensible person watch video think joke ', 'tones': [{'score': 0.660937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'the president unite state kill american effort improve election chance', 'tones': [{'score': 0.562159, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
811,AnkitKu06105210,"दिल, धोखे में हैं…
और..
धोखेबाज, दिल में…",भारत,1633,219,1062,2018-10-13 02:34:24,2020-06-22 02:34:27,43,"Online class 🤣 
#coronavirus #Covid_19 #COVID https://t.co/NujIonr2Fb","['coronavirus', 'covid_19', 'covid']",[],online class,,[],,,,,,,
812,RicoCasanova,#yegsoccer mostly #yeg,"edmonton, ab",3716,1304,2458,2008-05-12 18:16:47,2020-06-22 01:21:34,1,"Restaurants should register patrons as they walk in the door and not rely on asking people to self identify of their date and time of visit. VisitorBay can help! #yeg #yegbiz #supportlocal #Standwithowners 

https://t.co/muxkkHrlAf",[],[],"restaurant register patron walk door rely ask people self identify date time visit visitorbay help 

",,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
813,ssean155,*i wanna be twitter famous* @whitworth,"washington, usa",94,102,1869,2011-07-02 21:31:09,2020-06-22 02:29:43,193,"Goran Ivanisevic has just announced on court that they have cancelled the final of the Adria Tour in Zadar, involving Djokovic, because Dimitrov tested postive for Covid-19. https://t.co/8fcmCtC2IP",[],[],goran ivanisevic announce court cancel final adria tour zadar involve djokovic dimitrov test postive,,[],,,,,,,
814,ecain398,stop littering & punch a racist :),"muncie, in",379,418,9198,2016-07-31 01:49:55,2020-06-23 01:28:24,45447,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
815,VictoriaVanHor7,"... under absolute despotism, it is their right, it is their duty to throw off such government and to provide new guards for their future security.","oregon, usa",4998,4043,73024,2017-10-31 04:48:33,2020-06-23 01:28:21,3575,"No one should have to choose between their paycheck and their health. That's why my plan for a safe and effective reopening ensures everyone has access to testing and paid leave for all those who get sick from COVID-19.

Read more here: https://t.co/v6hImc0J3q",[],[],one choose paycheck health that's plan safe effective reopening ensure everyone access test pay leave get sick,,"[{'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
816,myheadlinez,"http://t.co/cb4oncwzfn - the latest news collected by subject, from more than a thousand news sources",netherlands,30,767,405679,2009-07-01 13:31:24,2020-06-22 03:40:28,0,World Health Organization reports record daily increase in COVID-19 https://t.co/rYCM6BZvw9,[],[],world health organization report record daily increase,,"[{'score': 0.50409, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,1.0
817,barrybye,i see a world where people use their blinkers,the emerald city,846,216,32402,2011-03-24 05:21:51,2020-06-21 03:25:41,1681,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
818,brandongc2021,"proud conservative american. 🇺🇸 political, sports, and music tweets. unity! isaiah 54:17 #americafirst #kag2020 #alllivesmatter #chiefskingdom #runitback",n.a,180,59,30531,2015-09-25 01:23:31,2020-06-21 02:21:05,806,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
