level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
951,1952,fluxcapacitor74,"author 'atmospheric disturbances: scenes from a marriage' & 'marie curie'. novel in final edits. find in rolling stone, the guardian & trouble. binder.",san diego,818,1715,32834,2009-09-09 06:42:40,2020-06-22 03:22:17,258,"More than 40 California deaths are waiting for a decision by the U.S. Centers for Disease Control and Prevention on whether to test for COVID-19. 

Orange County has nine of the cases, as does Los Angeles County.
https://t.co/nYZ8ayT9fx",[],[],"california death wait decision u.s center disease control prevention whether test 

orange county nine case los angeles county.
",{'tones': []},"[{'sentence_id': 0, 'text': 'california death wait decision u.s center disease control prevention whether test ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'orange county nine case los angeles county.', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
952,1953,asuri24,"govt doctor, ophthalmologist, currently in line of fire facing corona, man utd & csk for life","tiruchirapalli, india",172,40,230,2012-04-27 09:07:41,2020-06-21 03:47:46,187,"To all those who have been looting during #COVID19: instead of controlling the #pandemic, you have unleashed a monster with your devotion to money-making, lack of empathy, and rank inefficiency.
You won't escape Corona virus either. I will survive long enough to witness this.","['covid19', 'pandemic']",[],"loot instead control unleashed monster devotion money-making lack empathy rank inefficiency.
you escape corona virus either survive long enough witness","{'tones': [{'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'loot instead control unleashed monster devotion money-making lack empathy rank inefficiency.', 'tones': [{'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'you escape corona virus either survive long enough witness', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
953,1954,Kuppykakester,artist🎤🎼💯 ig: @kupkake_myfluffyass 🧁🧁 sc:kupkakeeeee 👅  welcome to kuppyland once ur in ur in once ur out bitch you outtttt 🌈🧁🌈🧁,philly/delco area,1080,1177,10179,2011-12-14 05:07:57,2020-06-22 02:10:34,0,Wow I thought I had slept on my body wrong whole time I got Pneumonia..... the real question is... how I skip COVID 19 and go straight to pneumonia.... cuz that shit is fake man. They really giving us this Bullshit and the flu.  Wear ya mask it’s not us it’s THEM https://t.co/4staX2rEvx,[],[],wow think slept body wrong whole time get pneumonia real question skip covid go straight pneumonia cuz shit fake man really give bullshit flu wear ya mask it’s it’s,"{'tones': [{'score': 0.685615, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
954,1955,hrsepowr04,"🇺🇲  an cool guy 😎.
native american indian
like: movie's, writer, music, vintage collector. a fan of wwe, xxx, ps4, sci-fi bit of a nerd 📸📱🎥💿💪🎶","oklahoma, usa",228,178,14474,2010-09-02 02:31:23,2020-06-20 03:00:12,25263,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
955,1956,smolgothnerd,"cherii or jack / local go-to for con advice and safe space and diverse nerding out! they/them pronouns pls and thx, bi disaster in motion / icon by @gingerfoam",n.a,150,21,1567,2016-04-07 06:09:05,2020-06-22 02:34:00,1006,"I've updated my S6 store with facemasks! All my 18 types of poképatterns are available, they're machine-washable and a portion of all proceeds will be donated to help the COVID-19 recovery effort. https://t.co/CgcMUg0TE8",[],[],i've update store facemasks type poképatterns available they're machine-washable portion proceeds donate help recovery effort,{'tones': []},
956,1957,WATERMELOOON_21,ig,n.a,189,70,813,2015-01-29 05:02:31,2020-06-23 01:08:13,41049,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
957,1958,jasonsmith0210,creating meaningful partnerships between communities and businesses through relationships and leadership. my thoughts are my own.,united states,374,295,15727,2009-02-26 23:10:54,2020-06-20 02:47:25,15,"""We're not here to scare you. We're not playing games or politics. The virus is here. Infections are rising. Hospital capacity is filling up,"" the mayor wrote on Twitter. https://t.co/XYDSKxmUnd",[],[],we're scare we're play game politics virus infection rise hospital capacity fill mayor write twitter,"{'tones': [{'score': 0.580355, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
958,1959,_sofiadolendo,not your home♋,n.a,284,245,6291,2018-06-04 05:04:05,2020-06-22 03:40:28,668,"Nasa mahigit 30,000 na ang COVID-19 cases sa bansa. Realtalk: hindi ito dahil pasaway ang mga Pinoy. Given the proper safeguards &amp; correct measures, Filipinos will cooperate for our health &amp; safety.

What we need are effective &amp; intensified health measures that we...",[],[],"nasa mahigit na ang case sa bansa realtalk hindi ito dahil pasaway ang mga pinoy give proper safeguard amp correct measure filipinos cooperate health amp safety.

what need effective amp intensify health measure","{'tones': [{'score': 0.968135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.840077, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'nasa mahigit na ang case sa bansa realtalk hindi ito dahil pasaway ang mga pinoy give proper safeguard amp correct measure filipinos cooperate health amp safety.', 'tones': [{'score': 0.796903, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'what need effective amp intensify health measure', 'tones': [{'score': 0.698105, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.968931, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
959,1960,trans_ekaspbrak,"hi, i'm miles, patron saint of the trans losers club. truscum & transmeds be gone 🛡️
#blacklivesmatter
acab",he/him 22,1025,626,32007,2017-12-25 01:38:51,2020-06-20 02:56:46,25289,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
960,1961,heathergi76,"likes= i liked your tweet.
retweets= i'm parked outside your house in a white van.
no dm's please","mean streets of sandy, ut",3630,1744,33468,2013-05-10 05:54:57,2020-06-21 03:27:18,10339,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
961,1962,RealKanyeTwitty,"i am really funny and very humble. i just come here to vent and poke dumb things with sticks.
****warning says bullshit a lot****","houston, tx",912,638,32951,2016-03-07 20:44:42,2020-06-21 04:10:58,0,@angie_rasmussen How is this the Chinese Virus when it is killing way more Americans?,[],['@angie_rasmussen'],chinese virus kill way american,{'tones': []},
962,1963,RandaltsRandal,"specialist teaching consultant-ret. due to ms. legs shot, brain in fantastic nick. 
survival of the fittest is for animals. 💧","queensland, australia",2516,5159,121758,2014-02-08 03:59:44,2020-06-21 03:47:02,10487,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
963,1964,zahidaabrar,worried for my country. why is their no truth and security in my country.,n.a,161,224,31677,2012-07-13 11:48:17,2020-06-21 03:28:22,389,"Feb2020, WHO announced an official name COVID-19 for novel coronavirus outbreak 
In COVID-19
CO' stands for 'corona
VI' for 'virus
D' for disease and
19 for 2019(year it emerged)
But according to highly educated minister, 19 stands for whatever points, any country wanna adopt https://t.co/50ELJ0YPKl",[],[],"announce official name novel coronavirus outbreak 
in stand corona
vi virus
d disease emerged)
but accord highly educate minister stand whatever point country wanna adopt","{'tones': [{'score': 0.519278, 'tone_id': 'joy', 'tone_name': 'Joy'}]}","[{'sentence_id': 0, 'text': 'announce official name novel coronavirus outbreak ', 'tones': []}, {'sentence_id': 1, 'text': 'in stand corona', 'tones': []}, {'sentence_id': 2, 'text': 'vi virus', 'tones': []}, {'sentence_id': 3, 'text': 'd disease emerged)', 'tones': []}, {'sentence_id': 4, 'text': 'but accord highly educate minister stand whatever point country wanna adopt', 'tones': [{'score': 0.533893, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]"
964,1965,DoNotTrollOnME,"mass-effect-kin (original trilogy only, of course). pronouns: master & commaamder. i prefer you get down on your knees when you address me, validate my identity","new hampshire, usa",949,397,28439,2014-05-03 17:47:09,2020-06-22 03:22:31,23979,"🚨 Just sent letters to the Democrat governors of NY, NJ, CA, PA, and MI demanding they explain why they ignored protocols and forced COVID-19 patients into nursing homes.

The outcome was devastating.

Families who lost loved ones deserve answers. This tragedy was avoidable. https://t.co/jfizJJSyfV",[],[],"sent letter democrat governor ny nj ca pa mi demand explain ignored protocol force patient nurse homes.

the outcome devastating.

families lose loved one deserve answer tragedy avoidable","{'tones': [{'score': 0.7447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.954964, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'sent letter democrat governor ny nj ca pa mi demand explain ignored protocol force patient nurse homes.', 'tones': [{'score': 0.779757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'the outcome devastating.', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'families lose loved one deserve answer tragedy avoidable', 'tones': [{'score': 0.837488, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
965,1966,business,the first word in business news.,new york and the world,1290,6476314,584160,2009-04-23 20:05:17,2020-06-22 03:23:03,5,Redefining normal in the age of Covid-19 https://t.co/4ZV0MVN48z,[],[],redefine normal age,"{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
966,1967,NancyKnittle,retired army wife living the american dream in florida 🌴 proud trump supporter since day one. #americafirst #maga #kag #trump2020,"florida, usa",446,1881,37439,2016-09-06 18:22:54,2020-06-21 02:21:49,803,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
967,1968,EtherMood,"newly anointed twitch affiliate, eorzean weaponmaster, gnb main, avid d&d nerd, game enthusiast/it folk https://t.co/rfbp4z5srr",n.a,252,40,622,2018-03-16 02:44:33,2020-06-20 01:56:52,22873,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
