index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,joy,tentative,confident,analytical,fear,anger
5965,RRCLibrary,"red river college library. locations: exchange district campus/notre dame campus. study space, books, videos, e-resources, computers. need help? ask us! #rrc","winnipeg, mb, canada",325,474,7456,2009-08-18 15:56:08,2020-06-23 01:08:22,11,"We want to ensure Indigenous women, girls &amp; gender-diverse people not only in Canada but around the world are receiving the support &amp; resources they need throughout COVID-19. Our International Unit has developed a resource library for interested actors: https://t.co/dyZIqc5aWa https://t.co/jLA42t0mIo",[],[],want ensure indigenous woman girl amp gender-diverse people canada around world receive support amp resource need throughout international unit develop resource library interested actor,,"[{'score': 0.625238, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5966,yeonbx,(she/her),transcended plane o existence ,89,18,2363,2019-03-22 03:05:00,2020-06-21 02:44:13,149,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,,"[{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
5967,AjCardenas10,n.a,n.a,427,105,830,2017-04-03 18:36:00,2020-06-22 03:39:52,26626,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5968,Ganzfeld_OS,"work, work, and more work....bandori id: 228408 (ign:〘os〙『空を超えて』), and top 100 for asu, dlml and bil. too lazy to list other games
banner credit to @ambibambis","salt lake city, ut",378,74,1730,2013-09-18 23:43:10,2020-06-22 03:22:21,80,"ALRIGHTTTT. STORY TIME.
I haven't said anything publically because I have family on here that I know will worry, but because of our dispshit leader, I keep fighting people that attack me because they think I'm the cause of COVID-19. Here's an instance: (1/6) https://t.co/TU5vXKS1cy",[],[],"alrightttt story time.
i say anything publically family know worry dispshit leader keep fight people attack think i'm cause here's instance","[{'sentence_id': 0, 'text': 'alrightttt story time.', 'tones': [{'score': 0.598408, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': ""i say anything publically family know worry dispshit leader keep fight people attack think i'm cause here's instance"", 'tones': [{'score': 0.693989, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.637901, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.966573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,1.0,
5969,k45cal,"tanstaafl

i'm not out to have a lot of followers.  i don't join groups that require follow back. i do follow folks that have interesting to me postings.","texas, usa",601,1378,94552,2011-01-05 02:50:46,2020-06-21 02:42:19,1239,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5970,eze_chinnykc,vt21 • 🇳🇬,"washington, dc",324,253,1940,2016-04-27 11:58:16,2020-06-22 03:19:19,26238,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5971,AngelaDelaSant3,n.a,n.a,11,2,159,2020-01-03 20:59:40,2020-06-20 03:14:05,25977,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
5972,12250401_,"&ᴍᴏʀᴇ 's @19960401_ @maytamong_
𝙀𝙓𝙊●𝘓𝘐𝘔𝘺𝘰𝘶𝘯𝘨𝘮𝘪𝘯●𝘕𝘊𝘛●𝙏𝙃𝙀 𝘽𝘖𝘠𝘡●𝘈𝘚𝘛𝘙𝘖",n.a,32,0,1918,2019-04-08 02:42:08,2020-06-23 01:26:56,12101,We are so excited to play a once in a lifetime concert from Seoul with Luv! This concert is for #MONBEBE that we couldn’t meet this year due to COVID-19. We invite you to be a part of this global community event with many surprises https://t.co/ldPn5JU7ZH #monstaxlivewithluv https://t.co/IaxKpnFzDU,['monbebe'],[],excite play lifetime concert seoul luv concert couldn’t meet year due invite part global community event many surprise,,"[{'score': 0.887758, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5973,1d_urge,dont forget where you belong • otra • boston •,n.a,84,341,28565,2014-05-09 22:46:18,2020-06-20 03:12:41,25985,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5974,umaruuuu_chann,n.a,n.a,259,229,12508,2018-04-06 14:30:41,2020-06-23 01:07:55,187,".@BTS_twt and @BigHitEnt have donated $1M to the #CrewNation campaign, ""one of the largest artist donations"" since the fund began. The campaign supports live concert crews across the globe impacted by COVID-19. https://t.co/WLQgTknNBR",['crewnation'],"['@BTS_twt', '@BigHitEnt']",donate campaign one large artist donation since fund begin campaign support live concert crew across globe impact,,"[{'score': 0.583359, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5975,hectorjhoan,"my name is héctor. what's yours?
#tennisfan🎾
#teacherlife🍎
#skincancersurvivor","hatillo, puerto rico 🇵🇷",1547,1040,22915,2011-01-30 04:51:07,2020-06-22 03:38:01,136,"Dimitorov got Covid -19 are Thiem, Novak &amp; Zverev also getting tested?",[],[],dimitorov get covid thiem novak amp zverev also get test,,[],,,,,,,
5976,Anas_Krey,"@bts_twt @sjofficial
@slytherinchim💜",n.a,652,151,26785,2018-05-28 06:57:52,2020-06-23 01:26:49,578,".@BTS_twt and @BigHitEnt have donated $1M to the #CrewNation campaign, ""one of the largest artist donations"" since the fund began. The campaign supports live concert crews across the globe impacted by COVID-19. https://t.co/WLQgTknNBR",['crewnation'],"['@BTS_twt', '@BigHitEnt']",donate campaign one large artist donation since fund begin campaign support live concert crew across globe impact,,"[{'score': 0.583359, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5977,srigopigopi,thousand lights obc morcha central chennai bjp,"chennai, india",324,33,241,2014-11-16 10:57:45,2020-06-22 03:42:52,0,"COVID-19 recovery rate improves to 54.13%
https://t.co/8TD7Yw35V7

via NaMo App https://t.co/pjXN1Xx2ig",[],[],recovery rate improve namo app,,[],,,,,,,
5978,HrishitSingh,i am proud to be indian,n.a,31,28,759,2020-04-26 08:41:17,2020-06-21 03:17:06,2,"#cancelboardexam2020
please cancel board exams 2020
corona virus cases increases per day",['cancelboardexam2020'],[],"
please cancel board exams virus case increase per day",,[],,,,,,,
5979,SamanthaLaDuc,"macro-to-micro analyst+active trader
forecast+chase - mostly options
https://t.co/pkjtijtk5c
yt: https://t.co/2vvtcbojql
charts @laductrading",n.a,1212,15238,20502,2012-07-19 18:22:19,2020-06-23 01:07:49,1,"Massachusetts Restaurant Association predicts that about 3,600 of Massachusetts’ 16,000 restaurants will not survive the pandemic. 🥺

https://t.co/GYdcUnLYUi",[],[],"massachusetts restaurant association predict massachusetts’ restaurant survive pandemic 🥺

",,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5980,polemarchus1,retired historian,n.a,1241,836,28856,2011-12-29 20:51:25,2020-06-21 02:19:35,817,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5981,_kathymnewman,"english professor, mother, wife, artist, union organizer, radical, radio lover.","pittsburgh, pa",472,426,10952,2011-10-11 13:24:08,2020-06-22 01:20:03,51,"Billionaires in the United States have regained $565B in wealth since the height of the COVID-19 crisis.

Much like in 2008, the wealthy elite is being bailed out while ordinary Americans are sold out.

We need a new stimulus package that helps all those who are struggling.",[],[],"billionaire united state regain wealth since height crisis.

much like wealthy elite bail ordinary american sell out.

we need new stimulus package help struggle","[{'sentence_id': 0, 'text': 'billionaire united state regain wealth since height crisis.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'much like wealthy elite bail ordinary american sell out.', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'we need new stimulus package help struggle', 'tones': [{'score': 0.729619, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5982,temiswift_,i breed dogs! proverbs 31 woman 😊 ig: @temiswift_,"lagos, nigeria",1209,2597,85623,2015-11-22 17:16:14,2020-06-22 01:17:30,306,"Ayooooo my dad beat covid-19!!! 😭❤️❤️❤️ 
Happy Father’s Day to him😭❤️❤️❤️❤️❤️❤️❤️",[],[],"ayooooo dad beat 
happy father’s day","[{'sentence_id': 0, 'text': 'ayooooo dad beat ', 'tones': [{'score': 0.509674, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'happy father’s day', 'tones': [{'score': 0.908087, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]","[{'score': 0.815309, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
5983,Valafl,"gold star mom , love manatee,hummingbirds",ind,351,359,48589,2010-05-27 15:37:29,2020-06-22 02:32:38,109,"The same old song again. If a mysterious boogeyman can somehow render a vaccine useless for YOU, it means that the vaccine IS useless.
If the vaccine can ""protect"" you only in the ABSENCE of exposure it means the vaccine doesn't work.

https://t.co/TCfQIeqzzm

#InformedConsent",[],[],"old song mysterious boogeyman somehow render vaccine useless mean vaccine useless.
if vaccine protect absence exposure mean vaccine work.



","[{'sentence_id': 0, 'text': 'old song mysterious boogeyman somehow render vaccine useless mean vaccine useless.', 'tones': [{'score': 0.562804, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'if vaccine protect absence exposure mean vaccine work.', 'tones': [{'score': 0.969091, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.505143, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.979201, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,1.0
5984,princesssamano,n.a,n.a,111,304,32871,2014-11-22 17:36:29,2020-06-20 02:50:41,25318,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
